Experiment
% Mast Angle, Arm Angle, Background RSSI, Transmission RSSI
-180,1,0.0,0.0011175310292263394
-179,1,0.0,0.001129713385236263
-178,1,0.0,0.0012234855596236782
-177,1,0.0,0.0013224340068511236
-176,1,0.0,0.0013914875250772142
-175,1,0.0,0.001421981126612785
-174,1,0.0,0.0014975637090555052
-173,1,0.0,0.0015649699861989368
-172,1,0.0,0.001602136543627381
-171,1,0.0,0.0016423527809401157
-170,1,0.0,0.0017043773519321616
-169,1,0.0,0.001771621125881454
-168,1,0.0,0.0018569621672437388
-167,1,0.0,0.0019177751994047588
-166,1,0.0,0.0019952242114826416
-165,1,0.0,0.001997642990981427
-164,1,0.0,0.0020508614924341145
-163,1,0.0,0.0020904025169627308
-162,1,0.0,0.002098901693793861
-161,1,0.0,0.0021213859623995714
-160,1,0.0,0.00216621328937116
-159,1,0.0,0.0022544329751894854
-158,1,0.0,0.002308020909321511
-157,1,0.0,0.0023602579341855216
-156,1,0.0,0.0024191805969318463
-155,1,0.0,0.0024545210376251693
-154,1,0.0,0.0025319657834538068
-153,1,0.0,0.0025678037127894447
-152,1,0.0,0.0026198811093843008
-151,1,0.0,0.00268588593808993
-150,1,0.0,0.0027387065991963033
-149,1,0.0,0.0027856550959215885
-148,1,0.0,0.0027884487524639954
-147,1,0.0,0.002847963671365509
-146,1,0.0,0.0028986926417082664
-145,1,0.0,0.002926896040922998
-144,1,0.0,0.003002247455068228
-143,1,0.0,0.003044658818928468
-142,1,0.0,0.003091899773954683
-141,1,0.0,0.0031495781485214184
-140,1,0.0,0.003190708729507557
-139,1,0.0,0.003243475313574799
-138,1,0.0,0.0032937840688910328
-137,1,0.0,0.0033498581342575853
-136,1,0.0,0.003376898964110502
-135,1,0.0,0.003418764627035922
-134,1,0.0,0.00343944164618708
-133,1,0.0,0.0034838513997118375
-132,1,0.0,0.003511348294281026
-131,1,0.0,0.0035307999987065244
-130,1,0.0,0.003565493598879223
-129,1,0.0,0.0035788931638921933
-128,1,0.0,0.0036021686177732525
-127,1,0.0,0.0036067776599933367
-126,1,0.0,0.003614257479311517
-125,1,0.0,0.003626099973192622
-124,1,0.0,0.0036400769252854974
-123,1,0.0,0.00363905927886405
-122,1,0.0,0.003656724130412186
-121,1,0.0,0.003653636119592284
-120,1,0.0,0.003658852021587772
-119,1,0.0,0.0036452383535641557
-118,1,0.0,0.0036469712372028725
-117,1,0.0,0.00365359167702523
-116,1,0.0,0.003635177763047963
-115,1,0.0,0.0036432376634482713
-114,1,0.0,0.003647996902351222
-113,1,0.0,0.0036431654256154494
-112,1,0.0,0.0036199767315546415
-111,1,0.0,0.003610866666992482
-110,1,0.0,0.003600583802073662
-109,1,0.0,0.003589927207390441
-108,1,0.0,0.003592368853076613
-107,1,0.0,0.0035943733079478947
-106,1,0.0,0.0035876887283013996
-105,1,0.0,0.003583141181577769
-104,1,0.0,0.0035688358750647392
-103,1,0.0,0.0035752849040590375
-102,1,0.0,0.0035695812329731968
-101,1,0.0,0.0036029569435925457
-100,1,0.0,0.003597621673283802
-99,1,0.0,0.0036003501893107745
-98,1,0.0,0.0035899199614209554
-97,1,0.0,0.0036196846681632094
-96,1,0.0,0.0036298475805924555
-95,1,0.0,0.003653495504715956
-94,1,0.0,0.0036701471857332607
-93,1,0.0,0.0036705995062023523
-92,1,0.0,0.003669650086426963
-91,1,0.0,0.0037015114430096006
-90,1,0.0,0.0037061251114497372
-89,1,0.0,0.003705707269483921
-88,1,0.0,0.0036842683233468043
-87,1,0.0,0.003674332494099281
-86,1,0.0,0.003666566075466669
-85,1,0.0,0.003659221215897673
-84,1,0.0,0.00366308819896355
-83,1,0.0,0.003666190411612103
-82,1,0.0,0.003659562762358589
-81,1,0.0,0.0036173665172200627
-80,1,0.0,0.0036187713524012247
-79,1,0.0,0.003602902721266443
-78,1,0.0,0.0035675356937691673
-77,1,0.0,0.0035520653490439683
-76,1,0.0,0.003506705713040783
-75,1,0.0,0.003459267017497448
-74,1,0.0,0.003417172147708906
-73,1,0.0,0.003385863825409839
-72,1,0.0,0.003350003218334928
-71,1,0.0,0.0033030842071051203
-70,1,0.0,0.0032524379172736606
-69,1,0.0,0.0031988975209467463
-68,1,0.0,0.0031481872323122825
-67,1,0.0,0.003101950117200983
-66,1,0.0,0.003058313724384522
-65,1,0.0,0.0029853023113602245
-64,1,0.0,0.0028847151334120817
-63,1,0.0,0.0028454880316890435
-62,1,0.0,0.002786563516891532
-61,1,0.0,0.002702609259589858
-60,1,0.0,0.002642041348703217
-59,1,0.0,0.0025792419841859674
-58,1,0.0,0.002468510116329783
-57,1,0.0,0.002426131447284004
-56,1,0.0,0.0023487025558230562
-55,1,0.0,0.002263342093161803
