Finally read the IEEE 149-2021 standard.
% Mast Angle, Arm Angle, Background RSSI, Transmission RSSI
-180,0.0,0.0,0.011764102406475492
-179,0.0,0.0,0.011820752538039252
-178,0.0,0.0,0.011850404664825922
-177,0.0,0.0,0.011837167486215515
-176,0.0,0.0,0.01182676785585432
-175,0.0,0.0,0.011837569770546785
-174,0.0,0.0,0.011839602358610292
-173,0.0,0.0,0.011815483376594379
-172,0.0,0.0,0.01181272291338111
-171,0.0,0.0,0.011828175430384686
-170,0.0,0.0,0.01180490190838291
-169,0.0,0.0,0.011779776111764761
-168,0.0,0.0,0.011748159268085923
-167,0.0,0.0,0.011733136761062612
-166,0.0,0.0,0.011724809483079246
-165,0.0,0.0,0.011692520238017288
-164,0.0,0.0,0.011664203652356443
-163,0.0,0.0,0.011630324824894997
-162,0.0,0.0,0.011524882775757219
-161,0.0,0.0,0.01142701343569741
-160,0.0,0.0,0.011290493259971354
-159,0.0,0.0,0.011166302740992985
-158,0.0,0.0,0.011060685810774684
-157,0.0,0.0,0.010943601943237688
-156,0.0,0.0,0.010820786776641198
-155,0.0,0.0,0.010699808277471697
-154,0.0,0.0,0.010552068008550484
-153,0.0,0.0,0.010416853970937185
-152,0.0,0.0,0.010318474270086317
-151,0.0,0.0,0.010215648129515083
-150,0.0,0.0,0.010125474554035917
-149,0.0,0.0,0.010031448707916639
-148,0.0,0.0,0.009957014235027272
-147,0.0,0.0,0.00988281137831914
-146,0.0,0.0,0.00977423310308992
-145,0.0,0.0,0.009675645127081169
-144,0.0,0.0,0.009553681776959921
-143,0.0,0.0,0.009464896033856396
-142,0.0,0.0,0.00938301599160213
-141,0.0,0.0,0.009328574483593656
-140,0.0,0.0,0.009298951111551766
-139,0.0,0.0,0.009249989601699987
-138,0.0,0.0,0.00916646000440522
-137,0.0,0.0,0.00910735389969978
-136,0.0,0.0,0.009027516533023578
-135,0.0,0.0,0.008978278367326063
-134,0.0,0.0,0.00889093167771087
-133,0.0,0.0,0.00880349505358639
-132,0.0,0.0,0.00870674576109129
-131,0.0,0.0,0.008627567788278634
-130,0.0,0.0,0.008571064596307664
-129,0.0,0.0,0.008484967375646699
-128,0.0,0.0,0.008402412826008177
-127,0.0,0.0,0.008316807891421035
-126,0.0,0.0,0.008257543997699885
-125,0.0,0.0,0.008155315633890782
-124,0.0,0.0,0.0080783930136143
-123,0.0,0.0,0.007964309948040777
-122,0.0,0.0,0.007888919780908976
-121,0.0,0.0,0.00779297675446148
-120,0.0,0.0,0.007722157387022203
-119,0.0,0.0,0.007622578565231713
-118,0.0,0.0,0.00755502584124771
-117,0.0,0.0,0.007490502146896589
-116,0.0,0.0,0.007399113581249003
-115,0.0,0.0,0.0073394526054399506
-114,0.0,0.0,0.0072646056669526645
-113,0.0,0.0,0.00716944761846053
-112,0.0,0.0,0.007099665162318796
-111,0.0,0.0,0.007005637769488227
-110,0.0,0.0,0.006941990794935654
-109,0.0,0.0,0.006882663819909139
-108,0.0,0.0,0.006825928103407946
-107,0.0,0.0,0.006740255422577792
-106,0.0,0.0,0.0066512469629634455
-105,0.0,0.0,0.006570643885730285
-104,0.0,0.0,0.006466441255547307
-103,0.0,0.0,0.006392411070802557
-102,0.0,0.0,0.006283730783433532
-101,0.0,0.0,0.0061794750452895475
-100,0.0,0.0,0.006086149392388483
-99,0.0,0.0,0.006008026595842357
-98,0.0,0.0,0.005931700323169778
-97,0.0,0.0,0.005856271837275477
-96,0.0,0.0,0.005764460906370992
-95,0.0,0.0,0.005681638316590524
-94,0.0,0.0,0.005591490656286124
-93,0.0,0.0,0.005491762829123381
-92,0.0,0.0,0.005375345100024746
-91,0.0,0.0,0.005276773107971164
-90,0.0,0.0,0.0051523770152749355
-89,0.0,0.0,0.005066899029751499
-88,0.0,0.0,0.004975075733871643
-87,0.0,0.0,0.00487274071383941
-86,0.0,0.0,0.004769383471469997
-85,0.0,0.0,0.004685232095803595
-84,0.0,0.0,0.0046064779381108705
-83,0.0,0.0,0.0045462326755171395
-82,0.0,0.0,0.004477080561347988
-81,0.0,0.0,0.004362202058825633
-80,0.0,0.0,0.004269350190661356
-79,0.0,0.0,0.004185108009896874
-78,0.0,0.0,0.004078380400589001
-77,0.0,0.0,0.004033908858355289
-76,0.0,0.0,0.003960310866949362
-75,0.0,0.0,0.003915763431129396
-74,0.0,0.0,0.003822999320529911
-73,0.0,0.0,0.0037703251338386413
-72,0.0,0.0,0.0037097727783665653
-71,0.0,0.0,0.0036664190012946412
-70,0.0,0.0,0.0036107419202181822
-69,0.0,0.0,0.0035707113869408334
-68,0.0,0.0,0.003522934754540639
-67,0.0,0.0,0.0034846390189270785
-66,0.0,0.0,0.003473231344037467
-65,0.0,0.0,0.003478077639588881
-64,0.0,0.0,0.0034749561160546576
-63,0.0,0.0,0.0034594011769947053
-62,0.0,0.0,0.0034636451350022915
-61,0.0,0.0,0.003467511603920185
-60,0.0,0.0,0.0035154694792449196
-59,0.0,0.0,0.0035177034875581827
-58,0.0,0.0,0.003534624221973449
-57,0.0,0.0,0.0035835463689126673
-56,0.0,0.0,0.003647413902292365
-55,0.0,0.0,0.003699428232194675
-54,0.0,0.0,0.003775504737504197
-53,0.0,0.0,0.0038616190368261213
-52,0.0,0.0,0.003975425448293762
-51,0.0,0.0,0.004090900520190848
-50,0.0,0.0,0.004206004585147161
-49,0.0,0.0,0.0043425139429686035
-48,0.0,0.0,0.004505035241463439
-47,0.0,0.0,0.004650852463550863
-46,0.0,0.0,0.004829521499675525
-45,0.0,0.0,0.004998955352689606
-44,0.0,0.0,0.00520753596643962
-43,0.0,0.0,0.0054007968123497875
-42,0.0,0.0,0.005626047447747066
-41,0.0,0.0,0.005841460241426307
-40,0.0,0.0,0.006069614588392226
-39,0.0,0.0,0.006313599788490458
-38,0.0,0.0,0.006535875824819477
-37,0.0,0.0,0.0067639357872705565
-36,0.0,0.0,0.00699133852512637
-35,0.0,0.0,0.007234466023176399
-34,0.0,0.0,0.007419252596357065
-33,0.0,0.0,0.007642126405746469
-32,0.0,0.0,0.007812511045264535
-31,0.0,0.0,0.007968111028405422
-30,0.0,0.0,0.008150188119868002
-29,0.0,0.0,0.00827416081750303
-28,0.0,0.0,0.008438771359503732
-27,0.0,0.0,0.00855841614884467
-26,0.0,0.0,0.00867288608648539
-25,0.0,0.0,0.008780055606371791
-24,0.0,0.0,0.008868043264000761
-23,0.0,0.0,0.008952675015551694
-22,0.0,0.0,0.009018941230252894
-21,0.0,0.0,0.009088271746511773
-20,0.0,0.0,0.009137471412376095
-19,0.0,0.0,0.009191042925703198
-18,0.0,0.0,0.009222887450152909
-17,0.0,0.0,0.009243719789069372
-16,0.0,0.0,0.009251679524712007
-15,0.0,0.0,0.009271456698875795
-14,0.0,0.0,0.00925233501698982
-13,0.0,0.0,0.009253741201593496
-12,0.0,0.0,0.009238897271502044
-11,0.0,0.0,0.009218565600349062
-10,0.0,0.0,0.009185426183882647
-9,0.0,0.0,0.009155456606143158
-8,0.0,0.0,0.009123525905793845
-7,0.0,0.0,0.009091841632645597
-6,0.0,0.0,0.00903946423907027
-5,0.0,0.0,0.00900895252401933
-4,0.0,0.0,0.008967054397430566
-3,0.0,0.0,0.008933671205532252
-2,0.0,0.0,0.00889108925294158
-1,0.0,0.0,0.008857300376117202
0,0.0,0.0,0.008840958535269287
1,0.0,0.0,0.008797023548022479
2,0.0,0.0,0.008769550355638422
3,0.0,0.0,0.008743993400205367
4,0.0,0.0,0.008725759065610973
5,0.0,0.0,0.008716433264283058
6,0.0,0.0,0.008683623384753912
7,0.0,0.0,0.008694586896177907
8,0.0,0.0,0.008673013530260674
9,0.0,0.0,0.008661346885291576
10,0.0,0.0,0.008655503597175805
11,0.0,0.0,0.008656406716735655
12,0.0,0.0,0.008647379734835137
13,0.0,0.0,0.008637410265650096
14,0.0,0.0,0.008648060679554289
15,0.0,0.0,0.008650203860746638
16,0.0,0.0,0.008624184683939431
17,0.0,0.0,0.0086254719577718
18,0.0,0.0,0.008616787865841998
19,0.0,0.0,0.008586207631314296
20,0.0,0.0,0.00858483024273418
21,0.0,0.0,0.008559689787797649
22,0.0,0.0,0.008551980015043207
23,0.0,0.0,0.00851325193396156
24,0.0,0.0,0.008493163370448364
25,0.0,0.0,0.008433605019290422
26,0.0,0.0,0.008410318842222689
27,0.0,0.0,0.008374186617061442
28,0.0,0.0,0.008334517933853116
29,0.0,0.0,0.00827095443308059
30,0.0,0.0,0.008193877374961847
31,0.0,0.0,0.008116001363734809
32,0.0,0.0,0.008027149091378544
33,0.0,0.0,0.007944780741862006
34,0.0,0.0,0.007859714335110271
35,0.0,0.0,0.007747383154728924
36,0.0,0.0,0.007611711376525247
37,0.0,0.0,0.0075075521832443145
38,0.0,0.0,0.007351332891311254
39,0.0,0.0,0.007208463267300387
40,0.0,0.0,0.00706446853729475
41,0.0,0.0,0.006913929851614564
42,0.0,0.0,0.006765275222630306
43,0.0,0.0,0.006607919152908835
44,0.0,0.0,0.006468082299934142
45,0.0,0.0,0.006328234793645277
46,0.0,0.0,0.0062085988856435325
47,0.0,0.0,0.006091226833125317
48,0.0,0.0,0.005987251874284352
49,0.0,0.0,0.005879767024485177
50,0.0,0.0,0.005819053523196961
51,0.0,0.0,0.005747383068327145
52,0.0,0.0,0.005717228097148041
53,0.0,0.0,0.005702735469724336
54,0.0,0.0,0.005679395482013237
55,0.0,0.0,0.00570044921698427
56,0.0,0.0,0.005710746001580699
57,0.0,0.0,0.005767703722825136
58,0.0,0.0,0.005790932248863933
59,0.0,0.0,0.005835287217986921
60,0.0,0.0,0.005890462730992628
61,0.0,0.0,0.005955347904497203
62,0.0,0.0,0.006015158898702396
63,0.0,0.0,0.0060748146399836195
64,0.0,0.0,0.006158457155714588
65,0.0,0.0,0.006201048812167353
66,0.0,0.0,0.006245604372185966
67,0.0,0.0,0.006290852446488303
68,0.0,0.0,0.006342438555595
69,0.0,0.0,0.006362665387518754
70,0.0,0.0,0.00638761838034363
71,0.0,0.0,0.006405367135453735
72,0.0,0.0,0.006423794277697176
73,0.0,0.0,0.006433170399490691
74,0.0,0.0,0.006425040535540786
75,0.0,0.0,0.006406377821911617
76,0.0,0.0,0.006372525433594646
77,0.0,0.0,0.006325682257196925
78,0.0,0.0,0.006300257777115718
79,0.0,0.0,0.006270089546438461
80,0.0,0.0,0.006217279610676076
81,0.0,0.0,0.006183028881059114
82,0.0,0.0,0.006130532942209932
83,0.0,0.0,0.006065505350550543
84,0.0,0.0,0.00601770102898591
85,0.0,0.0,0.005954385328320721
86,0.0,0.0,0.005900921625675915
87,0.0,0.0,0.005843305411283956
88,0.0,0.0,0.0057915348644370385
89,0.0,0.0,0.0057352916595803
90,0.0,0.0,0.005712759573036373
91,0.0,0.0,0.005659044496969254
92,0.0,0.0,0.005623838678481875
93,0.0,0.0,0.005582973914376182
94,0.0,0.0,0.005534351102405177
95,0.0,0.0,0.0055211431353993316
96,0.0,0.0,0.005506701312215622
97,0.0,0.0,0.005463275192846107
98,0.0,0.0,0.005470558067064147
99,0.0,0.0,0.005473588498575842
100,0.0,0.0,0.005468495575809481
101,0.0,0.0,0.005485907107998719
102,0.0,0.0,0.005538387073605234
103,0.0,0.0,0.005563532844062581
104,0.0,0.0,0.005559037806350995
105,0.0,0.0,0.005591844600194787
106,0.0,0.0,0.0055906767024344
107,0.0,0.0,0.005571185365299398
108,0.0,0.0,0.0055769105284458045
109,0.0,0.0,0.005596567782806177
110,0.0,0.0,0.005600639716548713
111,0.0,0.0,0.0056425015784577655
112,0.0,0.0,0.0056857457576727725
113,0.0,0.0,0.0057187339928876915
114,0.0,0.0,0.005754027016861975
115,0.0,0.0,0.005791437348897673
116,0.0,0.0,0.005827872928897203
117,0.0,0.0,0.005891796126974918
118,0.0,0.0,0.005938755875343755
119,0.0,0.0,0.006003201940264843
120,0.0,0.0,0.006049826907548804
121,0.0,0.0,0.006117223029912115
122,0.0,0.0,0.006199628292412388
123,0.0,0.0,0.006269920436057402
124,0.0,0.0,0.006336259624841038
125,0.0,0.0,0.006425866772327942
126,0.0,0.0,0.006513294545555715
127,0.0,0.0,0.006604040182449358
128,0.0,0.0,0.006706371636777737
129,0.0,0.0,0.00680841223394694
130,0.0,0.0,0.006912779523331826
131,0.0,0.0,0.0070000289130834085
132,0.0,0.0,0.00708689139267186
133,0.0,0.0,0.007178500068899914
134,0.0,0.0,0.007267856869126826
135,0.0,0.0,0.0073538770517222575
136,0.0,0.0,0.007459310499169494
137,0.0,0.0,0.007555983696717055
138,0.0,0.0,0.007626256800240984
139,0.0,0.0,0.007713869076029903
140,0.0,0.0,0.007840993588160625
141,0.0,0.0,0.007942764560495561
142,0.0,0.0,0.00800287278805506
143,0.0,0.0,0.008082716294573309
144,0.0,0.0,0.008155861699779202
145,0.0,0.0,0.008241282558860679
146,0.0,0.0,0.008302789702125885
147,0.0,0.0,0.008382089353610029
148,0.0,0.0,0.008449706683298802
149,0.0,0.0,0.008531406580460744
150,0.0,0.0,0.008593896335584507
151,0.0,0.0,0.008666153682077108
152,0.0,0.0,0.008751999348700955
153,0.0,0.0,0.008827417322964453
154,0.0,0.0,0.008897687020020343
155,0.0,0.0,0.008966293360235928
156,0.0,0.0,0.009031458406643758
157,0.0,0.0,0.00910225444539431
158,0.0,0.0,0.009183748699423021
159,0.0,0.0,0.009239445826865051
160,0.0,0.0,0.009292642746758615
161,0.0,0.0,0.009370381337035103
162,0.0,0.0,0.009431589371816932
163,0.0,0.0,0.009494773859308634
164,0.0,0.0,0.009567740748397046
165,0.0,0.0,0.00962405826720992
166,0.0,0.0,0.00968257881250907
167,0.0,0.0,0.009745053182102975
168,0.0,0.0,0.009797150592251756
169,0.0,0.0,0.009842763326734585
170,0.0,0.0,0.009877711635815502
171,0.0,0.0,0.009949859391536493
172,0.0,0.0,0.010000308372380058
173,0.0,0.0,0.010034882799776965
174,0.0,0.0,0.010083074784108437
175,0.0,0.0,0.010133153264825393
176,0.0,0.0,0.010170029980523347
177,0.0,0.0,0.010222440219258378
178,0.0,0.0,0.01027596699166414
179,0.0,0.0,0.010297380913844594
179,20.0,0.0,0.010486345394121405
178,20.0,0.0,0.01068513941907412
177,20.0,0.0,0.010718652442118528
176,20.0,0.0,0.010791614849363118
175,20.0,0.0,0.010725142800815218
174,20.0,0.0,0.010702558880182806
173,20.0,0.0,0.010741155653257428
172,20.0,0.0,0.0107766261775926
171,20.0,0.0,0.010737169122812446
170,20.0,0.0,0.010752719058810848
169,20.0,0.0,0.010714302831684772
168,20.0,0.0,0.010699873455629911
167,20.0,0.0,0.010665528674490523
166,20.0,0.0,0.010664458520874978
165,20.0,0.0,0.010684305985320778
164,20.0,0.0,0.01068079615213559
163,20.0,0.0,0.010626881559792562
162,20.0,0.0,0.01053138670918318
161,20.0,0.0,0.010578809289635376
160,20.0,0.0,0.010461634472027618
159,20.0,0.0,0.010427422654909887
158,20.0,0.0,0.010456256429926215
157,20.0,0.0,0.010376961852481645
156,20.0,0.0,0.010375471365508687
155,20.0,0.0,0.010287897179149767
154,20.0,0.0,0.010296535084102667
153,20.0,0.0,0.010154124096436649
152,20.0,0.0,0.010119471168103411
151,20.0,0.0,0.010100698292581997
150,20.0,0.0,0.010060724935983418
149,20.0,0.0,0.009943450386060943
148,20.0,0.0,0.009879867209796186
147,20.0,0.0,0.009825360735092993
146,20.0,0.0,0.009764643967674545
145,20.0,0.0,0.009725109353072225
