Experiment
% Mast Angle, Arm Angle, Background RSSI, Transmission RSSI
-180,0.0,0.0,0.0021769725869175095
-179,0.0,0.0,0.002471340473766547
-178,0.0,0.0,0.0028273323437122953
-177,0.0,0.0,0.0032535242943101954
-176,0.0,0.0,0.0036305954392227523
-175,0.0,0.0,0.004080300373515129
-174,0.0,0.0,0.004526655269420597
-173,0.0,0.0,0.004979242717398984
-172,0.0,0.0,0.005445593553577693
-171,0.0,0.0,0.0058851559253369195
-170,0.0,0.0,0.006369987659684804
-169,0.0,0.0,0.006843246736386956
-168,0.0,0.0,0.00731084589785712
-167,0.0,0.0,0.007774745960232813
-166,0.0,0.0,0.008214831110144628
-165,0.0,0.0,0.00865123236179721
-164,0.0,0.0,0.009087988534434861
-163,0.0,0.0,0.009520092526879131
-162,0.0,0.0,0.009974678277803772
-161,0.0,0.0,0.010417832665625073
-160,0.0,0.0,0.010871761613779547
-159,0.0,0.0,0.01130318596791118
-158,0.0,0.0,0.011746689014438408
-157,0.0,0.0,0.012191502443141943
-156,0.0,0.0,0.012623697264022106
-155,0.0,0.0,0.01302931012827715
-154,0.0,0.0,0.013422780971928665
-153,0.0,0.0,0.013776385302366747
-152,0.0,0.0,0.014134923480731887
-151,0.0,0.0,0.01443214650458772
-150,0.0,0.0,0.014741287888520548
-149,0.0,0.0,0.015007016982935491
-148,0.0,0.0,0.015277449869048877
-147,0.0,0.0,0.015532944275528971
-146,0.0,0.0,0.015763499547733796
-145,0.0,0.0,0.015968870677241852
-144,0.0,0.0,0.016138509098542853
-143,0.0,0.0,0.016312151291550298
-142,0.0,0.0,0.016441122494655746
-141,0.0,0.0,0.01654497059107785
-140,0.0,0.0,0.016613392831966358
-139,0.0,0.0,0.016657130579943044
-138,0.0,0.0,0.016665626631080673
-137,0.0,0.0,0.016645923922550983
-136,0.0,0.0,0.016594560754661175
-135,0.0,0.0,0.01651396126678155
-134,0.0,0.0,0.01638362404753951
-133,0.0,0.0,0.016247398167934492
-132,0.0,0.0,0.016118844699779426
-131,0.0,0.0,0.015915423737062458
-130,0.0,0.0,0.015711784728854622
-129,0.0,0.0,0.015488934870258726
-128,0.0,0.0,0.015248624281323779
-127,0.0,0.0,0.01498867699289212
-126,0.0,0.0,0.014695910049550991
-125,0.0,0.0,0.014399665963646778
-124,0.0,0.0,0.014093181181520162
-123,0.0,0.0,0.013746479659649575
-122,0.0,0.0,0.013416286841634924
-121,0.0,0.0,0.013017548404002504
-120,0.0,0.0,0.012611821191949174
-119,0.0,0.0,0.01217924673216664
-118,0.0,0.0,0.011736964781480659
-117,0.0,0.0,0.011290812925847353
-116,0.0,0.0,0.010852402050870843
-115,0.0,0.0,0.01043882998211871
-114,0.0,0.0,0.010020012140762929
-113,0.0,0.0,0.009645712739124252
-112,0.0,0.0,0.009310503804679687
-111,0.0,0.0,0.00900327483304077
-110,0.0,0.0,0.00872461106566442
-109,0.0,0.0,0.008446187965967359
-108,0.0,0.0,0.008203014695816309
-107,0.0,0.0,0.008041662302517535
-106,0.0,0.0,0.007983292076140023
-105,0.0,0.0,0.00792823976391942
-104,0.0,0.0,0.007888517118518543
-103,0.0,0.0,0.00788606273297549
-102,0.0,0.0,0.007991141041037967
-101,0.0,0.0,0.008146935252115241
-100,0.0,0.0,0.00835454800339153
-99,0.0,0.0,0.00859721633291666
-98,0.0,0.0,0.008874877981320922
-97,0.0,0.0,0.009178821142318586
-96,0.0,0.0,0.00951936684161832
-95,0.0,0.0,0.009925657350140536
-94,0.0,0.0,0.010305531759219498
-93,0.0,0.0,0.010785645866777719
-92,0.0,0.0,0.011254630381763036
-91,0.0,0.0,0.011744128804297763
-90,0.0,0.0,0.01226496797694825
-89,0.0,0.0,0.01276668547410737
-88,0.0,0.0,0.013256329258435843
-87,0.0,0.0,0.013749303299769474
-86,0.0,0.0,0.014191718157528871
-85,0.0,0.0,0.014664951752259629
-84,0.0,0.0,0.0151000437487533
-83,0.0,0.0,0.01553613843339217
-82,0.0,0.0,0.016007310140911012
-81,0.0,0.0,0.016447705816439683
-80,0.0,0.0,0.01696784812431566
-79,0.0,0.0,0.017430268428875333
-78,0.0,0.0,0.01791763272961576
-77,0.0,0.0,0.018445797609591932
-76,0.0,0.0,0.018815094854139087
-75,0.0,0.0,0.019225335390790688
-74,0.0,0.0,0.019576050948026055
-73,0.0,0.0,0.01993537604730757
-72,0.0,0.0,0.02033260578275944
-71,0.0,0.0,0.020714302969474067
-70,0.0,0.0,0.021053463597841705
-69,0.0,0.0,0.021384189548170694
-68,0.0,0.0,0.021771954779146792
-67,0.0,0.0,0.02210551082193528
-66,0.0,0.0,0.022450206081825953
-65,0.0,0.0,0.022825304707422337
-64,0.0,0.0,0.023114707409966545
-63,0.0,0.0,0.023384650781518888
-62,0.0,0.0,0.02365341086703063
-61,0.0,0.0,0.023883112479989276
-60,0.0,0.0,0.024103250453072465
-59,0.0,0.0,0.024322388040292797
-58,0.0,0.0,0.02451860691695769
-57,0.0,0.0,0.02466701323828087
-56,0.0,0.0,0.024807000442728613
-55,0.0,0.0,0.02490968238639798
